Ind_ID	PosInd_X	PosInd_Y	PhenValue	Region
807	4.03718	2.21581	0.302172	2
834	4.40875	4.89501	1.16369	2
840	3.54379	13.3074	1.71924	2
841	4.97475	13.891	0.329009	2
842	3.6366	23.114	0.670505	2
859	2.55491	0.431247	0.876308	2
863	4.84917	0.0846584	0.0531938	2
874	3.46144	16.4598	0.613173	2
886	4.8512	24.706	0.598394	2
897	2.93728	16.0985	-0.241334	2
900	3.26589	14.6667	0.570353	2
923	4.73967	6.69138	0.689512	2
925	2.99581	22.1952	0.563231	2
945	3.65328	1.34399	0.317636	2
954	4.25485	3.84946	0.19046	2
956	3.28365	12.6648	0.677809	2
965	3.8764	1.88702	0.383519	2
970	4.49359	13.2565	0.664156	2
974	4.93201	17.3522	0.646588	2
978	2.65962	14.6526	0.148788	2
984	4.97694	11.7567	0.793859	2
995	3.06547	19.6288	0.661809	2
1016	4.62862	8.28751	0.991153	2
1021	3.56958	14.3746	0.529035	2
1028	3.51044	10.4091	0.856667	2
1032	3.27623	12.1455	0.401116	2
1036	3.38045	3.09784	0.200109	2
1037	3.39014	4.8158	0.602816	2
1039	2.5499	23.8403	0.0133285	2
1044	2.50779	24.4937	0.811294	2
1067	4.9731	12.551	1.04612	2
1071	3.02484	1.67453	0.271393	2
1072	3.66504	2.00627	0.266404	2
1087	3.7318	11.2697	0.719432	2
1090	3.54197	5.21847	0.0502333	2
1101	3.85483	18.8212	0.410175	2
1116	2.97863	7.27875	1.05976	2
1121	4.24424	20.7129	0.991042	2
1141	3.91601	22.5357	0.440633	2
1151	4.85104	4.42635	0.500141	2
1158	2.82152	4.18927	1.02858	2
1165	2.84276	20.1934	-0.0142245	2
1168	4.07754	22.2293	1.3683	2
1180	3.43433	2.91506	0.858127	2
1187	2.66234	18.5575	0.751706	2
1209	4.81256	6.06546	0.622652	2
1222	2.56238	20.3907	0.898374	2
1223	3.95245	24.0847	0.980468	2
1231	4.48742	21.8513	1.19379	2
1247	3.34122	14.9298	0.722473	2
1248	4.44283	15.9333	-0.28315	2
1249	2.88231	18.7538	0.562128	2
1256	3.63601	9.2617	-0.216583	2
1258	3.67051	8.15172	0.525365	2
1270	3.83455	15.2064	0.731524	2
1272	3.87423	10.0483	0.765487	2
1274	2.55515	1.7437	1.13011	2
1294	4.16377	5.69776	0.765201	2
1308	4.99811	16.303	0.699143	2
1310	4.64576	16.7634	0.480418	2
1313	4.9472	7.68779	1.05756	2
1319	2.84629	15.7431	0.312408	2
1321	2.82196	8.95193	0.90647	2
1323	4.09694	20.688	1.08785	2
1330	2.59233	20.465	0.555029	2
1335	3.04428	13.8259	-0.468147	2
1337	3.68288	3.96153	0.400145	2
1345	4.46286	5.20649	0.606731	2
1348	4.36356	0.829305	0.384029	2
1349	3.29032	1.27957	0.557569	2
1351	3.17822	3.52051	0.733122	2
1385	4.56684	2.64913	0.39748	2
1405	2.70312	3.05385	0.494837	2
1417	4.55489	9.44454	0.139976	2
1423	3.35947	5.16561	1.14378	2
1434	3.10331	18.0377	1.00964	2
1439	3.43061	24.4009	0.206786	2
1444	4.23791	13.6751	0.248235	2
1445	3.15386	21.3608	-0.0441272	2
1454	2.69717	15.9859	0.764268	2
1464	4.31819	11.8321	0.505168	2
1478	4.31151	20.9063	-0.941706	2
1479	4.04414	0.490845	-0.298138	2
1517	4.2599	5.61946	0.246446	2
1522	4.96021	21.5106	-0.0925443	2
1525	4.19355	4.92046	0.635684	2
1540	2.63538	23.3617	0.169989	2
1541	3.4898	3.87233	0.269616	2
1548	4.88254	20.4173	1.24385	2
1554	3.61582	15.4449	0.420764	2
1618	4.22719	15.4092	0.479077	2
1654	4.05867	14.2129	1.07717	2
1667	2.55715	7.59193	0.544978	2
1686	4.47076	14.1972	0.725958	2
1697	3.81242	4.6972	0.418871	2
1701	3.31384	9.95857	1.18182	2
1706	3.63541	18.5601	0.431245	2
1714	3.88705	1.34432	1.47428	2
1724	2.72341	24.0062	0.448854	2
1738	4.63317	6.75116	0.311142	2
1748	4.97926	22.8601	-0.00357292	2
1755	4.44658	2.1347	0.140659	2
1760	2.51984	2.12005	0.481699	2
1762	4.37708	23.3319	0.607792	2
1763	4.22195	24.5306	0.91282	2
1764	4.91299	6.53151	0.2541	2
